monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,0,0,0,0,1,1,20260606,20260621,434
0,0,0,0,0,1,1,20260606,20260621,672
0,0,0,0,0,1,1,20260606,20260621,908
0,0,0,0,0,1,1,20260606,20260621,935
0,0,0,0,0,1,1,20260607,20260613,51
0,0,0,0,0,1,1,20260613,20260614,330
0,0,0,0,0,1,1,20260613,20260620,614
0,0,0,0,0,1,1,20260613,20260621,489
0,0,0,0,0,1,1,20260614,20260620,71
0,0,0,0,0,1,1,20260614,20260621,507
0,0,0,0,0,1,1,20260614,20260622,259
0,0,0,0,0,1,1,20260620,20260621,153
0,0,0,0,1,0,0,20260529,20260605,28
0,0,0,0,1,0,0,20260529,20260612,292
0,0,0,0,1,0,0,20260529,20260612,357
0,0,0,0,1,0,0,20260529,20260612,788
0,0,0,0,1,0,0,20260529,20260619,830
0,0,0,0,1,0,0,20260601,20260612,664
0,0,0,0,1,0,0,20260603,20260620,980
0,0,0,0,1,0,0,20260605,20260612,573
0,0,0,0,1,0,0,20260605,20260619,148
0,0,0,0,1,0,0,20260612,20260619,744
0,0,0,0,1,0,1,20260523,20260603,187
0,0,0,0,1,0,1,20260524,20260529,377
0,0,0,0,1,0,1,20260524,20260529,452
0,0,0,0,1,0,1,20260524,20260612,42
0,0,0,0,1,0,1,20260529,20260531,208
0,0,0,0,1,0,1,20260531,20260612,78
0,0,0,0,1,0,1,20260603,20260622,45
0,0,0,0,1,0,1,20260605,20260607,21
0,0,0,0,1,0,1,20260605,20260612,53
0,0,0,0,1,0,1,20260614,20260619,745
0,0,0,0,1,0,1,20260614,20260621,183
0,0,0,0,1,0,1,20260614,20260622,499
0,0,0,0,1,0,1,20260619,20260621,486
0,0,0,0,1,1,0,20260523,20260529,158
0,0,0,0,1,1,0,20260523,20260530,618
0,0,0,0,1,1,0,20260523,20260620,413
0,0,0,0,1,1,0,20260529,20260530,467
0,0,0,0,1,1,0,20260529,20260613,527
0,0,0,0,1,1,0,20260529,20260620,786
0,0,0,0,1,1,0,20260530,20260606,599
0,0,0,0,1,1,0,20260605,20260606,209
0,0,0,0,1,1,0,20260605,20260613,780
0,0,0,0,1,1,0,20260605,20260620,471
0,0,0,0,1,1,0,20260606,20260612,126
0,0,0,0,1,1,0,20260612,20260613,160
0,0,0,0,1,1,0,20260612,20260613,402
0,0,0,0,1,1,0,20260612,20260614,994
0,0,0,0,1,1,0,20260612,20260619,899
0,0,0,0,1,1,0,20260612,20260620,637
0,0,0,0,1,1,0,20260612,20260620,995
0,0,0,0,1,1,0,20260619,20260620,617
0,0,0,0,1,1,1,20260523,20260529,669
0,0,0,0,1,1,1,20260523,20260530,493
0,0,0,0,1,1,1,20260523,20260612,487
0,0,0,0,1,1,1,20260523,20260613,743
0,0,0,0,1,1,1,20260529,20260531,702
0,0,0,0,1,1,1,20260529,20260607,504
0,0,0,0,1,1,1,20260529,20260621,278
0,0,0,0,1,1,1,20260530,20260607,720
0,0,0,0,1,1,1,20260530,20260621,207
0,0,0,0,1,1,1,20260530,20260621,812
0,0,0,0,1,1,1,20260531,20260621,522
0,0,0,0,1,1,1,20260605,20260607,754
0,0,0,0,1,1,1,20260605,20260613,848
0,0,0,0,1,1,1,20260612,20260614,924
0,0,0,0,1,1,1,20260613,20260619,553
0,0,0,0,1,1,1,20260614,20260621,853
0,0,0,0,1,1,1,20260619,20260621,896
0,0,0,1,0,0,0,20260528,20260611,449
0,0,0,1,0,0,0,20260529,20260604,809
0,0,0,1,0,0,0,20260604,20260611,437
0,0,0,1,0,0,1,20260531,20260604,808
0,0,0,1,0,0,1,20260604,20260607,305
0,0,0,1,0,0,1,20260604,20260607,950
0,0,0,1,0,0,1,20260607,20260611,197
0,0,0,1,0,1,0,20260528,20260530,271
0,0,0,1,0,1,0,20260529,20260608,511
0,0,0,1,0,1,0,20260529,20260608,690
0,0,0,1,0,1,0,20260604,20260606,163
0,0,0,1,0,1,0,20260611,20260613,710
0,0,0,1,0,1,1,20260523,20260528,624
0,0,0,1,1,0,0,20260523,20260619,424
0,0,0,1,1,0,0,20260528,20260529,256
0,0,0,1,1,0,0,20260604,20260605,753
0,0,0,1,1,0,0,20260605,20260613,747
0,0,0,1,1,0,0,20260605,20260619,226
0,0,0,1,1,0,0,20260611,20260612,496
0,0,0,1,1,0,0,20260611,20260612,631
0,0,0,1,1,0,0,20260611,20260612,939
0,0,0,1,1,0,0,20260612,20260618,1008
0,0,0,1,1,0,1,20260605,20260612,171
0,0,0,1,1,0,1,20260605,20260613,427
0,0,0,1,1,0,1,20260618,20260621,375
0,0,0,1,1,1,0,20260528,20260530,408
0,0,0,1,1,1,0,20260528,20260530,477
0,0,0,1,1,1,0,20260611,20260613,66
0,0,0,1,1,1,0,20260618,20260620,977
0,0,0,1,1,1,1,20260523,20260529,718
0,0,0,1,1,1,1,20260524,20260613,849
0,0,0,1,1,1,1,20260530,20260607,82
0,0,0,1,1,1,1,20260605,20260613,311
0,0,0,1,1,1,1,20260613,20260619,610
0,0,0,1,1,1,1,20260614,20260622,917
0,0,1,0,0,0,1,20260603,20260607,657
0,0,1,0,0,0,1,20260614,20260621,206
0,0,1,0,0,1,0,20260523,20260527,385
0,0,1,0,1,0,0,20260603,20260605,942
0,0,1,0,1,1,0,20260527,20260530,355
0,0,1,0,1,1,1,20260603,20260607,979
0,0,1,1,0,0,0,20260526,20260611,85
0,0,1,1,0,0,0,20260527,20260528,267
0,0,1,1,0,0,0,20260610,20260611,921
0,0,1,1,0,0,0,20260617,20260618,634
0,0,1,1,0,1,0,20260603,20260606,132
0,0,1,1,1,0,0,20260527,20260529,293
0,0,1,1,1,0,0,20260603,20260605,919
0,0,1,1,1,0,0,20260610,20260612,120
0,0,1,1,1,0,0,20260617,20260619,776
0,0,1,1,1,1,0,20260527,20260613,961
0,0,1,1,1,1,0,20260610,20260613,716
0,0,1,1,1,1,1,20260523,20260529,165
0,0,1,1,1,1,1,20260527,20260531,734
0,1,0,0,0,0,1,20260524,20260526,964
0,1,0,0,0,0,1,20260531,20260602,470
0,1,0,0,0,0,1,20260531,20260607,246
0,1,0,0,0,1,0,20260523,20260602,423
0,1,0,0,0,1,0,20260613,20260620,109
0,1,0,0,0,1,1,20260523,20260526,60
0,1,0,0,0,1,1,20260526,20260531,17
0,1,0,0,1,0,0,20260526,20260529,176
0,1,0,0,1,0,0,20260602,20260605,312
0,1,0,0,1,0,1,20260607,20260612,247
0,1,0,0,1,1,1,20260523,20260603,7
0,1,0,0,1,1,1,20260523,20260604,301
0,1,0,0,1,1,1,20260602,20260607,762
0,1,0,1,0,0,0,20260526,20260528,368
0,1,0,1,0,0,0,20260602,20260604,64
0,1,0,1,0,0,0,20260602,20260604,87
0,1,0,1,0,0,0,20260609,20260611,381
0,1,0,1,0,0,0,20260616,20260618,663
0,1,0,1,0,0,1,20260523,20260528,536
0,1,0,1,0,0,1,20260524,20260621,694
0,1,0,1,0,0,1,20260525,20260602,241
0,1,0,1,0,0,1,20260528,20260611,234
0,1,0,1,0,0,1,20260614,20260622,147
0,1,0,1,0,1,0,20260523,20260528,251
0,1,0,1,1,0,0,20260526,20260529,766
0,1,0,1,1,0,0,20260609,20260612,262
0,1,0,1,1,1,0,20260523,20260602,306
0,1,0,1,1,1,0,20260609,20260613,676
0,1,0,1,1,1,1,20260531,20260606,520
0,1,0,1,1,1,1,20260614,20260622,75
0,1,1,0,0,0,0,20260523,20260612,325
0,1,1,0,0,0,0,20260526,20260527,248
0,1,1,0,0,0,0,20260602,20260603,512
0,1,1,0,0,0,0,20260602,20260603,803
0,1,1,0,0,0,0,20260603,20260609,559
0,1,1,0,0,0,0,20260609,20260610,671
0,1,1,0,0,0,0,20260609,20260617,912
0,1,1,0,0,0,0,20260616,20260617,660
0,1,1,0,0,0,1,20260524,20260610,677
0,1,1,0,0,1,0,20260602,20260606,951
0,1,1,0,0,1,0,20260606,20260607,469
0,1,1,0,0,1,0,20260609,20260613,801
0,1,1,0,0,1,0,20260609,20260613,874
0,1,1,0,0,1,1,20260523,20260527,403
0,1,1,0,0,1,1,20260530,20260603,948
0,1,1,0,0,1,1,20260530,20260607,276
0,1,1,0,0,1,1,20260602,20260607,880
0,1,1,0,1,0,0,20260523,20260613,590
0,1,1,0,1,0,0,20260526,20260529,173
0,1,1,0,1,0,0,20260526,20260529,903
0,1,1,0,1,0,0,20260526,20260605,204
0,1,1,0,1,0,0,20260526,20260612,350
0,1,1,0,1,0,0,20260526,20260612,965
0,1,1,0,1,0,0,20260527,20260612,806
0,1,1,0,1,0,0,20260529,20260611,169
0,1,1,0,1,0,0,20260602,20260605,992
0,1,1,0,1,0,0,20260616,20260619,976
0,1,1,0,1,0,1,20260523,20260613,461
0,1,1,0,1,0,1,20260531,20260612,561
0,1,1,0,1,1,0,20260526,20260606,983
0,1,1,0,1,1,0,20260526,20260613,601
0,1,1,0,1,1,0,20260530,20260613,99
0,1,1,0,1,1,0,20260602,20260606,585
0,1,1,0,1,1,1,20260526,20260613,662
0,1,1,0,1,1,1,20260530,20260605,351
0,1,1,0,1,1,1,20260530,20260607,167
0,1,1,0,1,1,1,20260602,20260607,392
0,1,1,0,1,1,1,20260614,20260622,850
0,1,1,1,0,0,0,20260526,20260528,239
0,1,1,1,0,0,0,20260526,20260528,32
0,1,1,1,0,0,0,20260526,20260528,987
0,1,1,1,0,0,0,20260526,20260602,162
0,1,1,1,0,0,0,20260526,20260603,642
0,1,1,1,0,0,0,20260526,20260611,238
0,1,1,1,0,0,0,20260526,20260611,277
0,1,1,1,0,0,0,20260526,20260611,480
0,1,1,1,0,0,0,20260526,20260612,215
0,1,1,1,0,0,0,20260527,20260611,35
0,1,1,1,0,0,0,20260602,20260604,644
0,1,1,1,0,0,0,20260603,20260611,395
0,1,1,1,0,0,0,20260609,20260611,868
0,1,1,1,0,0,0,20260616,20260618,81
0,1,1,1,0,0,1,20260523,20260613,191
0,1,1,1,0,0,1,20260526,20260611,613
0,1,1,1,0,0,1,20260526,20260611,742
0,1,1,1,0,0,1,20260603,20260621,612
0,1,1,1,0,1,0,20260523,20260528,648
0,1,1,1,0,1,0,20260523,20260612,988
0,1,1,1,0,1,0,20260523,20260613,502
0,1,1,1,0,1,0,20260526,20260530,638
0,1,1,1,0,1,0,20260526,20260613,240
0,1,1,1,0,1,0,20260530,20260613,600
0,1,1,1,0,1,0,20260602,20260606,990
0,1,1,1,0,1,1,20260523,20260528,26
0,1,1,1,0,1,1,20260523,20260612,653
0,1,1,1,0,1,1,20260526,20260602,192
0,1,1,1,0,1,1,20260530,20260604,533
0,1,1,1,1,0,0,20260523,20260603,793
0,1,1,1,1,0,0,20260523,20260603,934
0,1,1,1,1,0,0,20260523,20260612,19
0,1,1,1,1,0,0,20260523,20260612,679
0,1,1,1,1,0,0,20260523,20260613,24
0,1,1,1,1,0,0,20260523,20260613,482
0,1,1,1,1,0,0,20260523,20260613,596
0,1,1,1,1,0,0,20260523,20260613,640
0,1,1,1,1,0,0,20260523,20260613,714
0,1,1,1,1,0,0,20260523,20260613,73
0,1,1,1,1,0,0,20260523,20260622,468
0,1,1,1,1,0,0,20260524,20260603,327
0,1,1,1,1,0,0,20260524,20260604,823
0,1,1,1,1,0,0,20260524,20260612,877
0,1,1,1,1,0,0,20260526,20260529,138
0,1,1,1,1,0,0,20260526,20260529,223
0,1,1,1,1,0,0,20260526,20260529,455
0,1,1,1,1,0,0,20260526,20260529,691
0,1,1,1,1,0,0,20260526,20260529,763
0,1,1,1,1,0,0,20260526,20260529,906
0,1,1,1,1,0,0,20260526,20260602,926
0,1,1,1,1,0,0,20260526,20260603,432
0,1,1,1,1,0,0,20260526,20260611,150
0,1,1,1,1,0,0,20260526,20260611,869
0,1,1,1,1,0,0,20260526,20260612,182
0,1,1,1,1,0,0,20260526,20260612,202
0,1,1,1,1,0,0,20260526,20260612,23
0,1,1,1,1,0,0,20260526,20260612,365
0,1,1,1,1,0,0,20260526,20260612,525
0,1,1,1,1,0,0,20260526,20260612,686
0,1,1,1,1,0,0,20260526,20260612,729
0,1,1,1,1,0,0,20260526,20260612,898
0,1,1,1,1,0,0,20260526,20260613,224
0,1,1,1,1,0,0,20260526,20260613,735
0,1,1,1,1,0,0,20260526,20260622,203
0,1,1,1,1,0,0,20260526,20260622,384
0,1,1,1,1,0,0,20260527,20260602,913
0,1,1,1,1,0,0,20260527,20260612,730
0,1,1,1,1,0,0,20260602,20260605,665
0,1,1,1,1,0,0,20260605,20260611,789
0,1,1,1,1,0,0,20260609,20260612,798
0,1,1,1,1,0,0,20260616,20260619,586
0,1,1,1,1,0,1,20260523,20260529,272
0,1,1,1,1,0,1,20260523,20260529,500
0,1,1,1,1,0,1,20260523,20260529,607
0,1,1,1,1,0,1,20260523,20260529,770
0,1,1,1,1,0,1,20260523,20260531,235
0,1,1,1,1,0,1,20260523,20260603,63
0,1,1,1,1,0,1,20260523,20260612,252
0,1,1,1,1,0,1,20260523,20260613,166
0,1,1,1,1,0,1,20260523,20260613,608
0,1,1,1,1,0,1,20260524,20260529,630
0,1,1,1,1,0,1,20260524,20260531,539
0,1,1,1,1,0,1,20260526,20260612,161
0,1,1,1,1,0,1,20260526,20260612,568
0,1,1,1,1,0,1,20260526,20260612,777
0,1,1,1,1,0,1,20260526,20260612,973
0,1,1,1,1,0,1,20260531,20260607,473
0,1,1,1,1,0,1,20260614,20260621,88
0,1,1,1,1,0,1,20260614,20260622,222
0,1,1,1,1,0,1,20260616,20260621,343
0,1,1,1,1,1,0,20260523,20260529,615
0,1,1,1,1,1,0,20260523,20260611,68
0,1,1,1,1,1,0,20260523,20260613,216
0,1,1,1,1,1,0,20260523,20260613,495
0,1,1,1,1,1,0,20260523,20260613,526
0,1,1,1,1,1,0,20260523,20260613,569
0,1,1,1,1,1,0,20260523,20260613,79
0,1,1,1,1,1,0,20260523,20260613,887
0,1,1,1,1,1,0,20260523,20260613,957
0,1,1,1,1,1,0,20260523,20260613,97
0,1,1,1,1,1,0,20260526,20260602,692
0,1,1,1,1,1,0,20260526,20260613,20
0,1,1,1,1,1,0,20260526,20260613,400
0,1,1,1,1,1,0,20260526,20260613,414
0,1,1,1,1,1,0,20260526,20260613,885
0,1,1,1,1,1,0,20260526,20260613,933
0,1,1,1,1,1,0,20260526,20260613,962
0,1,1,1,1,1,0,20260530,20260606,861
0,1,1,1,1,1,0,20260602,20260606,298
0,1,1,1,1,1,0,20260609,20260613,135
0,1,1,1,1,1,1,20260523,20260529,41
0,1,1,1,1,1,1,20260523,20260602,338
0,1,1,1,1,1,1,20260523,20260603,666
0,1,1,1,1,1,1,20260523,20260604,771
0,1,1,1,1,1,1,20260523,20260607,91
0,1,1,1,1,1,1,20260523,20260611,549
0,1,1,1,1,1,1,20260523,20260611,622
0,1,1,1,1,1,1,20260523,20260612,1007
0,1,1,1,1,1,1,20260523,20260612,263
0,1,1,1,1,1,1,20260523,20260612,304
0,1,1,1,1,1,1,20260523,20260612,364
0,1,1,1,1,1,1,20260523,20260612,406
0,1,1,1,1,1,1,20260523,20260612,819
0,1,1,1,1,1,1,20260523,20260613,1003
0,1,1,1,1,1,1,20260523,20260613,119
0,1,1,1,1,1,1,20260523,20260613,227
0,1,1,1,1,1,1,20260523,20260613,258
0,1,1,1,1,1,1,20260523,20260613,29
0,1,1,1,1,1,1,20260523,20260613,372
0,1,1,1,1,1,1,20260523,20260613,447
0,1,1,1,1,1,1,20260523,20260613,456
0,1,1,1,1,1,1,20260523,20260613,52
0,1,1,1,1,1,1,20260523,20260613,529
0,1,1,1,1,1,1,20260523,20260613,56
0,1,1,1,1,1,1,20260523,20260613,580
0,1,1,1,1,1,1,20260523,20260613,682
0,1,1,1,1,1,1,20260523,20260613,758
0,1,1,1,1,1,1,20260523,20260613,790
0,1,1,1,1,1,1,20260523,20260613,836
0,1,1,1,1,1,1,20260523,20260613,873
0,1,1,1,1,1,1,20260523,20260620,333
0,1,1,1,1,1,1,20260523,20260621,421
0,1,1,1,1,1,1,20260523,20260621,709
0,1,1,1,1,1,1,20260525,20260604,673
0,1,1,1,1,1,1,20260525,20260607,254
0,1,1,1,1,1,1,20260525,20260613,279
0,1,1,1,1,1,1,20260525,20260622,397
0,1,1,1,1,1,1,20260526,20260531,1006
0,1,1,1,1,1,1,20260526,20260603,993
0,1,1,1,1,1,1,20260526,20260612,27
0,1,1,1,1,1,1,20260526,20260613,288
0,1,1,1,1,1,1,20260526,20260613,794
0,1,1,1,1,1,1,20260529,20260618,110
0,1,1,1,1,1,1,20260530,20260605,820
0,1,1,1,1,1,1,20260530,20260607,290
0,1,1,1,1,1,1,20260531,20260607,425
0,1,1,1,1,1,1,20260602,20260607,136
0,1,1,1,1,1,1,20260604,20260622,626
0,1,1,1,1,1,1,20260606,20260607,661
0,1,1,1,1,1,1,20260614,20260620,860
0,1,1,1,1,1,1,20260614,20260621,335
0,1,1,1,1,1,1,20260616,20260621,388
1,0,0,0,0,0,0,20260523,20260531,938
1,0,0,0,0,0,0,20260524,20260601,925
1,0,0,0,0,0,0,20260524,20260604,341
1,0,0,0,0,0,0,20260525,20260601,431
1,0,0,0,0,0,0,20260525,20260601,821
1,0,0,0,0,0,0,20260525,20260604,509
1,0,0,0,0,0,0,20260525,20260604,516
1,0,0,0,0,0,0,20260525,20260605,1
1,0,0,0,0,0,0,20260526,20260608,541
1,0,0,0,0,0,0,20260530,20260608,575
1,0,0,0,0,0,0,20260601,20260608,228
1,0,0,0,0,0,0,20260615,20260622,984
1,0,0,0,0,0,1,20260523,20260525,986
1,0,0,0,0,0,1,20260523,20260531,444
1,0,0,0,0,0,1,20260523,20260604,981
1,0,0,0,0,0,1,20260523,20260607,843
1,0,0,0,0,0,1,20260524,20260525,179
1,0,0,0,0,0,1,20260524,20260525,627
1,0,0,0,0,0,1,20260524,20260607,101
1,0,0,0,0,0,1,20260525,20260531,889
1,0,0,0,0,0,1,20260525,20260601,841
1,0,0,0,0,0,1,20260525,20260605,12
1,0,0,0,0,0,1,20260531,20260601,405
1,0,0,0,0,0,1,20260601,20260607,178
1,0,0,0,0,0,1,20260607,20260608,649
1,0,0,0,0,0,1,20260614,20260615,188
1,0,0,0,0,0,1,20260614,20260622,712
1,0,0,0,0,0,1,20260621,20260622,409
1,0,0,0,0,1,0,20260523,20260525,435
1,0,0,0,0,1,0,20260523,20260531,67
1,0,0,0,0,1,0,20260523,20260606,370
1,0,0,0,0,1,0,20260523,20260606,687
1,0,0,0,0,1,0,20260530,20260601,415
1,0,0,0,0,1,0,20260601,20260606,918
1,0,0,0,0,1,0,20260601,20260611,422
1,0,0,0,0,1,0,20260615,20260620,680
1,0,0,0,0,1,0,20260620,20260622,378
1,0,0,0,0,1,1,20260523,20260525,952
1,0,0,0,0,1,1,20260523,20260531,453
1,0,0,0,0,1,1,20260525,20260531,334
1,0,0,0,0,1,1,20260525,20260601,838
1,0,0,0,0,1,1,20260530,20260601,855
1,0,0,0,0,1,1,20260530,20260607,940
1,0,0,0,0,1,1,20260606,20260608,931
1,0,0,0,0,1,1,20260613,20260615,611
1,0,0,0,0,1,1,20260620,20260622,884
1,0,0,0,1,0,0,20260525,20260529,317
1,0,0,0,1,0,0,20260529,20260601,236
1,0,0,0,1,0,0,20260601,20260605,106
1,0,0,0,1,0,0,20260605,20260608,717
1,0,0,0,1,0,0,20260605,20260622,635
1,0,0,0,1,0,0,20260615,20260622,685
1,0,0,0,1,0,0,20260619,20260622,145
1,0,0,0,1,0,1,20260525,20260601,371
1,0,0,0,1,0,1,20260601,20260607,458
1,0,0,0,1,0,1,20260612,20260621,688
1,0,0,0,1,0,1,20260614,20260619,556
1,0,0,0,1,0,1,20260615,20260622,232
1,0,0,0,1,1,0,20260601,20260606,340
1,0,0,0,1,1,0,20260606,20260622,865
1,0,0,0,1,1,0,20260615,20260622,199
1,0,0,0,1,1,0,20260619,20260622,822
1,0,0,0,1,1,1,20260523,20260529,448
1,0,0,0,1,1,1,20260523,20260608,2
1,0,0,0,1,1,1,20260525,20260531,588
1,0,0,0,1,1,1,20260529,20260601,157
1,0,0,0,1,1,1,20260619,20260622,953
1,0,0,1,0,0,0,20260525,20260601,94
1,0,0,1,0,0,0,20260528,20260601,44
1,0,0,1,0,0,0,20260528,20260604,974
1,0,0,1,0,0,0,20260529,20260604,764
1,0,0,1,0,0,0,20260601,20260604,250
1,0,0,1,0,0,0,20260601,20260604,345
1,0,0,1,0,0,0,20260601,20260604,847
1,0,0,1,0,0,0,20260608,20260611,834
1,0,0,1,0,0,0,20260615,20260618,37
1,0,0,1,0,0,1,20260531,20260604,141
1,0,0,1,0,0,1,20260601,20260607,105
1,0,0,1,0,0,1,20260614,20260622,715
1,0,0,1,0,0,1,20260615,20260622,505
1,0,0,1,0,1,0,20260530,20260604,123
1,0,0,1,0,1,0,20260601,20260606,359
1,0,0,1,0,1,1,20260614,20260621,550
1,0,0,1,1,0,0,20260528,20260601,530
1,0,0,1,1,0,0,20260529,20260604,186
1,0,0,1,1,0,0,20260601,20260605,457
1,0,0,1,1,0,0,20260601,20260605,566
1,0,0,1,1,0,0,20260615,20260622,968
1,0,0,1,1,0,1,20260523,20260622,373
1,0,0,1,1,0,1,20260528,20260601,574
1,0,0,1,1,1,0,20260601,20260607,963
1,0,0,1,1,1,0,20260601,20260622,795
1,0,1,0,0,0,0,20260525,20260527,593
1,0,1,0,0,0,0,20260527,20260601,1001
1,0,1,0,0,0,0,20260601,20260603,264
1,0,1,0,0,0,0,20260601,20260603,545
1,0,1,0,0,0,0,20260608,20260610,882
1,0,1,0,0,0,0,20260615,20260617,781
1,0,1,0,0,0,1,20260531,20260603,33
1,0,1,0,0,0,1,20260614,20260617,558
1,0,1,0,0,1,0,20260530,20260603,540
1,0,1,0,0,1,0,20260613,20260617,16
1,0,1,0,0,1,1,20260614,20260621,697
1,0,1,0,1,0,0,20260601,20260605,360
1,0,1,0,1,1,0,20260523,20260622,483
1,0,1,1,0,0,0,20260601,20260604,95
1,0,1,1,0,0,0,20260615,20260618,859
1,0,1,1,0,0,1,20260614,20260621,168
1,0,1,1,0,1,1,20260523,20260528,521
1,0,1,1,1,0,0,20260608,20260622,9
1,0,1,1,1,0,0,20260612,20260618,851
1,0,1,1,1,0,1,20260610,20260612,768
1,0,1,1,1,0,1,20260614,20260621,336
1,0,1,1,1,0,1,20260614,20260622,914
1,0,1,1,1,1,1,20260523,20260529,337
1,0,1,1,1,1,1,20260525,20260531,811
1,0,1,1,1,1,1,20260602,20260611,316
1,0,1,1,1,1,1,20260602,20260613,299
1,0,1,1,1,1,1,20260607,20260613,180
1,0,1,1,1,1,1,20260613,20260621,412
1,0,1,1,1,1,1,20260615,20260622,895
1,0,1,1,1,1,1,20260617,20260622,323
1,1,0,0,0,0,0,20260525,20260526,602
1,1,0,0,0,0,0,20260525,20260526,824
1,1,0,0,0,0,0,20260525,20260611,229
1,1,0,0,0,0,0,20260526,20260601,76
1,1,0,0,0,0,0,20260601,20260602,490
1,1,0,0,0,0,0,20260608,20260609,769
1,1,0,0,0,0,0,20260615,20260616,625
1,1,0,0,0,0,1,20260614,20260616,213
1,1,0,0,0,1,1,20260530,20260602,307
1,1,0,0,1,0,0,20260608,20260612,958
1,1,0,0,1,1,1,20260523,20260613,356
1,1,0,1,0,0,0,20260525,20260528,124
